MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
367309860,2016-01-01T01:01:04,21.30998,-157.87020,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:04:11,21.31031,-157.86932,0.0,116.4,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:14:11,21.31024,-157.86925,0.0,-144.6,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:15:22,21.31024,-157.86925,0.0,183.5,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:10:51,21.31025,-157.86927,0.0,192.5,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:18:42,21.31026,-157.86924,0.1,78.7,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T01:22:32,21.31000,-157.87020,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:24:52,21.31000,-157.87020,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:36:00,21.31028,-157.86924,0.1,153.4,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:37:11,21.31028,-157.86924,0.1,191.4,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T01:39:47,21.31000,-157.87018,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:42:04,21.31000,-157.87017,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:43:13,21.31000,-157.87017,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:45:21,21.31025,-157.86924,0.1,202.7,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:50:54,21.31000,-157.87016,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T02:09:45,21.30999,-157.87015,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T02:10:52,21.30999,-157.87016,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:12:00,21.31025,-157.86926,0.0,147.4,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:17:41,21.31025,-157.86924,0.0,164.0,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:21:24,21.31000,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:24:31,21.31028,-157.86924,0.0,176.5,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309860,2016-01-01T01:25:53,21.31000,-157.87019,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:26:51,21.31028,-157.86924,0.1,140.3,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:27:13,21.30999,-157.87019,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T01:29:24,21.30999,-157.87019,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:31:21,21.31028,-157.86924,0.1,155.8,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T01:43:00,21.31026,-157.86925,0.1,-188.4,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:44:14,21.31000,-157.87017,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367060190,2016-01-01T01:52:20,21.31026,-157.86925,0.1,197.9,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367060190,2016-01-01T02:01:42,21.31027,-157.86925,0.1,-169.6,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T02:04:03,21.31000,-157.87016,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309860,2016-01-01T02:06:24,21.31000,-157.87016,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
369970966,2016-01-01T01:11:55,21.35336,-157.94025,0.0,-147.4,278.0,95SC1203,,,1018,undefined,,,,
367080250,2016-01-01T01:14:48,21.30881,-157.87036,0.1,-69.1,511.0,MARY CATHERINE,IMO7209435,WTW9261,1025,moored,31.93,9.76,4.8,32
369970966,2016-01-01T01:21:16,21.35333,-157.94025,0.0,-143.3,278.0,95SC1203,,,1018,undefined,,,,
367080250,2016-01-01T01:41:47,21.30884,-157.87035,0.1,-144.9,511.0,MARY CATHERINE,IMO7209435,WTW9261,1025,moored,31.93,9.76,4.8,32
367309910,2016-01-01T00:01:15,21.31056,-157.86556,0.0,148.4,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T00:02:26,20.89482,-156.46730,0.1,55.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367085340,2016-01-01T00:08:10,56.59954,-156.66654,5.9,-187.0,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309910,2016-01-01T00:08:15,21.31055,-157.86556,0.0,-100.8,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T00:09:05,21.30984,-157.86852,0.1,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T00:13:44,21.31054,-157.86557,0.0,-141.3,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:31:27,21.31052,-157.86556,0.0,128.4,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T00:33:06,21.30988,-157.86851,0.0,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T00:33:36,21.31052,-157.86556,0.0,81.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T00:35:26,20.89485,-156.46729,0.1,135.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T00:36:57,21.31052,-157.86555,0.0,99.9,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:42:25,21.31053,-157.86555,0.0,142.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:43:36,21.31054,-157.86556,0.0,-77.2,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367085340,2016-01-01T00:49:10,56.54460,-156.77021,7.3,-190.6,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309910,2016-01-01T00:50:25,21.31055,-157.86558,0.0,105.3,250.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T00:51:07,21.30990,-157.86852,0.0,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T00:55:56,21.31054,-157.86558,0.0,123.0,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T00:59:26,20.89487,-156.46728,0.1,-195.6,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T01:10:16,21.31055,-157.86557,0.0,-117.7,252.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T01:19:16,21.31056,-157.86555,0.0,-172.6,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T01:20:26,20.89487,-156.46720,0.1,87.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367579350,2016-01-01T01:24:06,21.30986,-157.86850,0.1,73.6,159.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T01:28:34,21.31057,-157.86554,0.0,-190.9,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367085340,2016-01-01T01:31:41,56.49499,-156.88931,7.5,-171.7,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367148660,2016-01-01T01:38:25,20.89486,-156.46721,0.0,-195.6,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T01:40:45,21.31057,-157.86555,0.0,-176.3,252.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:03:36,21.31055,-157.86556,0.0,50.1,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T00:08:26,20.89483,-156.46726,0.1,119.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T00:17:05,21.31053,-157.86557,0.0,19.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:20:16,21.31053,-157.86557,0.0,4.5,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:21:24,21.31052,-157.86557,0.0,191.2,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:26:56,21.31052,-157.86557,0.0,163.0,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:29:15,21.31052,-157.86557,0.0,117.0,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:32:34,21.31052,-157.86556,0.0,-84.3,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:41:16,21.31053,-157.86556,0.0,100.4,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367148660,2016-01-01T00:41:26,20.89487,-156.46732,0.1,-111.6,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T00:44:45,21.31054,-157.86557,0.0,-170.2,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T00:56:57,21.31054,-157.86559,0.0,168.4,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309910,2016-01-01T01:00:14,21.31053,-157.86558,0.0,40.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T01:03:07,21.30988,-157.86849,0.0,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367579350,2016-01-01T01:15:07,21.30985,-157.86847,0.1,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367148660,2016-01-01T01:35:25,20.89485,-156.46723,0.1,34.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367310270,2016-01-01T01:44:57,21.29086,-157.87403,8.7,35.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:54:09,21.30909,-157.86793,2.5,1.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:56:28,21.30916,-157.86790,0.2,3.5,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:57:29,21.30941,-157.86794,0.5,-55.7,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T02:05:19,21.31007,-157.86809,0.1,-86.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T02:07:38,21.31007,-157.86807,0.1,-100.1,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T02:08:48,21.28926,-157.92154,0.1,181.8,203.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T01:14:20,21.26822,-157.94790,8.5,76.7,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:18:25,55.33351,-160.49784,0.0,-122.2,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T01:21:54,55.33349,-160.49785,0.0,-158.3,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T01:26:38,21.27479,-157.91684,8.7,77.4,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:27:39,21.27537,-157.91429,8.7,77.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:29:59,21.27701,-157.90857,8.6,67.5,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T01:35:48,21.28882,-157.92100,0.1,174.5,223.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T01:37:54,55.33351,-160.49784,0.0,-152.7,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T01:41:47,21.28883,-157.92106,0.1,-157.2,225.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
636016127,2016-01-01T01:47:49,21.28897,-157.92112,0.1,-106.7,220.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T01:48:19,21.29754,-157.86944,8.4,26.3,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T01:49:28,21.30004,-157.86821,8.4,19.1,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:58:15,55.33350,-160.49784,0.0,-116.4,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T02:02:53,55.33349,-160.49781,0.0,-88.8,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T02:06:30,21.31007,-157.86807,0.1,-103.2,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T02:09:15,55.33350,-160.49782,0.0,194.9,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T02:10:59,21.31007,-157.86807,0.1,-74.0,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367310270,2016-01-01T02:12:08,21.31009,-157.86809,0.1,-93.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
367084860,2016-01-01T01:26:14,55.33350,-160.49785,0.0,-135.5,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367310270,2016-01-01T01:28:48,21.27597,-157.91140,8.6,77.4,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T01:32:47,21.28891,-157.92105,0.1,171.0,222.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367310270,2016-01-01T01:33:30,21.27967,-157.90002,8.8,70.8,511.0,NA'INA,,WDD9358,1005,under way using engine,28.77,7.9,,
636016127,2016-01-01T01:38:48,21.28880,-157.92101,0.1,202.2,225.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T01:40:14,55.33350,-160.49783,0.0,-150.7,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T01:43:34,55.33349,-160.49782,0.0,-173.3,346.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T01:44:47,21.28891,-157.92110,0.1,-122.4,223.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367084860,2016-01-01T01:46:55,55.33349,-160.49782,0.0,-142.2,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
367084860,2016-01-01T01:56:04,55.33349,-160.49782,0.0,-184.5,345.0,PRIMUS,IMO8852423,WDI7790,1001,engaged in fishing,17.65,6.71,,30
636016127,2016-01-01T01:56:28,21.28919,-157.92137,0.1,-132.4,209.0,LEO SUN,IMO9457608,D5EP6,1024,at anchor,243.8,42,15.7,80
367309910,2016-01-01T01:38:26,21.31057,-157.86554,0.0,-169.3,252.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T01:39:07,21.30987,-157.86848,0.1,73.6,159.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T01:41:56,21.31056,-157.86555,0.0,-153.9,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T02:07:29,21.31027,-157.86925,0.1,-195.6,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367579350,2016-01-01T01:42:07,21.30987,-157.86849,0.1,73.6,159.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309860,2016-01-01T01:28:14,21.30999,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367148660,2016-01-01T01:44:25,20.89488,-156.46723,0.1,83.0,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T00:05:54,21.31055,-157.86556,0.0,78.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T01:30:34,21.31000,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T00:07:05,21.31055,-157.86556,0.0,-106.4,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T01:31:44,21.30999,-157.87019,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367148660,2016-01-01T00:11:26,20.89481,-156.46728,0.1,-163.6,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367060190,2016-01-01T01:32:30,21.31028,-157.86923,0.0,-180.0,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367060190,2016-01-01T01:40:42,21.31027,-157.86925,0.1,179.9,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309910,2016-01-01T00:15:57,21.31054,-157.86557,0.0,98.1,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T01:44:12,21.31026,-157.86924,0.2,198.3,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367579350,2016-01-01T00:18:04,21.30986,-157.86855,0.0,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309910,2016-01-01T00:23:36,21.31053,-157.86557,0.0,-71.5,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367579350,2016-01-01T00:27:04,21.30986,-157.86851,0.0,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367309860,2016-01-01T01:47:32,21.31000,-157.87016,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T00:28:07,21.31052,-157.86557,0.0,-188.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T01:50:01,21.31025,-157.86925,0.0,-192.2,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367085340,2016-01-01T00:35:01,56.56404,-156.73509,7.2,-190.5,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309860,2016-01-01T01:52:02,21.31000,-157.87016,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T00:40:14,21.31053,-157.86555,0.0,115.4,252.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T01:55:23,21.31000,-157.87016,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367085340,2016-01-01T00:50:30,56.54288,-156.77343,6.4,-196.7,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309860,2016-01-01T02:01:54,21.31000,-157.87016,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T00:53:45,21.31055,-157.86558,0.0,79.3,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T02:20:13,21.30999,-157.87016,0.0,0.0,305.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367579350,2016-01-01T01:00:05,21.30988,-157.86850,0.1,73.6,160.0,OCEAN PATHFINDER,IMO7028996,WDG8613,1025,moored,41.64,11.28,5.2,32
367060190,2016-01-01T02:21:01,21.31030,-157.86925,0.1,-171.2,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367309860,2016-01-01T01:19:05,21.31000,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367148660,2016-01-01T01:02:26,20.89488,-156.46721,0.1,-178.6,511.0,MANUOKEKAI,IMO7722061,WTF6032,1025,moored,38.41,10.37,4.2,32
367309910,2016-01-01T01:05:47,21.31054,-157.86557,0.0,138.3,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T01:20:15,21.31000,-157.87019,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367085340,2016-01-01T01:07:51,56.52223,-156.81985,6.6,-183.1,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309860,2016-01-01T01:23:42,21.31000,-157.87020,0.0,0.0,303.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T01:08:04,21.31055,-157.86557,0.0,20.7,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T01:25:42,21.31027,-157.86924,0.0,-140.3,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367309910,2016-01-01T01:09:07,21.31055,-157.86557,0.0,-101.9,252.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T01:34:51,21.31028,-157.86924,0.0,-195.2,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367085340,2016-01-01T01:09:11,56.52063,-156.82358,7.5,-182.1,511.0,GUARDIAN,IMO8852629,WDC8335,1001,under way using engine,26.73,9.14,,30
367309860,2016-01-01T01:37:33,21.31000,-157.87018,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T01:11:25,21.31055,-157.86557,0.0,-144.2,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367309860,2016-01-01T01:38:43,21.31000,-157.87017,0.0,0.0,304.0,NAMAHOE,IMO9162863,WDD9321,1025,under way using engine,32.64,11.27,4.5,31
367309910,2016-01-01T01:12:35,21.31055,-157.86556,0.0,-96.2,251.0,NUNUI,IMO7723625,WDD9325,1025,under way using engine,56.39,12.2,3.7,
367060190,2016-01-01T01:39:31,21.31028,-157.86925,0.1,181.3,511.0,"PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52
367008740,2016-01-01T00:58:34,21.30986,-157.87071,0.0,-74.2,511.0,MIKI HANA,IMO7031163,WTW9252,1025,moored,33.53,9.3,3.9,32
367060190,2016-01-01T01:48:51,21.31026,-157.86925,0.1,196.8,511.0,PI""ILANI,IMO1172744,WDC6711,52,under way using engine,24,11,4.6,52",,,,,,,,
367130000,2016-01-01T01:03:44,21.31472,-157.87763,0.0,-86.3,26.0,PACIFIC COLLECTOR,IMO7738474,KVWA,1018,moored,119.84,16.46,5.2,99
303849000,2016-01-01T01:07:08,21.35291,-157.95152,0.0,61.9,32.0,HENRY J KAISER,IMO8302416,NHJK,1024,moored,193.3,30,,70
367007920,2016-01-01T01:16:52,21.30962,-157.87148,0.0,-88.0,511.0,SALISHAN,IMO7398573,WUT4384,1025,moored,35.03,9.73,4.4,32
